Legg Mason,T. Rowe Price 'ready to support' employees that may be impacted by Trump travel ban,"Rowe Price Group Inc. has not had any of its employees blocked from entering the U.S. as a result of President Donald Trump's travel ban, but the Baltimore money ... Mary Athridge, a spokeswoman for Legg Mason (NYSE: LM) said she does not think the order ...","http://www.bing.com/cr?IG=B01BF4FC83DE49AA8D6102448B67D772&CID=1DC9CF2E4AC8693C3706C5314BF968D3&rd=1&h=gUh4MaL-cNAj2fhIOJUCKMZ5hlpc5RG8E4ogqISiC9E&v=1&r=http%3a%2f%2fwww.bizjournals.com%2fbaltimore%2fnews%2f2017%2f01%2f30%2ft-rowe-price-ready-to-support-employees-that-may.html&p=DevEx,5021.1"
Legg Mason,"As Trump thunders, investors watch for rain","His recent move to curb immigration has sent major U.S. stock indexes plummeting ... To shield investors from stock gyrations, Michael LaBella, portfolio manager at Legg Mason Inc’s QS Investors unit, said it encourages investors to consider ...","http://www.bing.com/cr?IG=B01BF4FC83DE49AA8D6102448B67D772&CID=1DC9CF2E4AC8693C3706C5314BF968D3&rd=1&h=_3RZ2w5yRrVz8FcvcGzze3hlPENMQWPsutz44PHL4g0&v=1&r=http%3a%2f%2fwww.euronews.com%2f2017%2f01%2f31%2fas-trump-thunders-investors-watch-for-rain&p=DevEx,5023.1"
Legg Mason,Trump Lawyer Says 100000 People Had Visas Revoked Since Immigration Ban Signed,"He said, for instance, that Virginia officials have learned that a George Mason University student from Libya is stuck in Turkey due to the ban. The ACLU filed an emergency lawsuit to stop the ban and a federal judge ruled in their favor. U.S. District ...","http://www.bing.com/cr?IG=B01BF4FC83DE49AA8D6102448B67D772&CID=1DC9CF2E4AC8693C3706C5314BF968D3&rd=1&h=dbU-SMB5_PfT86XeEhTYiPPqvsmb7TCNncAvOrOP9j8&v=1&r=http%3a%2f%2fmlbinjurynews.com%2f2017%2f02%2ftrump-lawyer-says-100000-people-had-visas-revoked-since%2f&p=DevEx,5025.1"
Legg Mason,Immigration ban sows uncertainty for healthcare and medicine,immigration officials have suggested they might expand the scope of the restrictions by extending them beyond 90 days or by adding more countries to the list. That possibility raises questions about what a more permanent ban would mean for the healthcare ...,"http://www.bing.com/cr?IG=B01BF4FC83DE49AA8D6102448B67D772&CID=1DC9CF2E4AC8693C3706C5314BF968D3&rd=1&h=xIUIM3g8TcwcNzmtABkAQSQHNOErdLGv4AhJXfbEQkg&v=1&r=http%3a%2f%2fwww.modernhealthcare.com%2farticle%2f20170204%2fMAGAZINE%2f302049984&p=DevEx,5027.1"
Choice Hotels International,Choice Hotels Statement about the Recent Executive Order Travel Ban,"2017 Choice Hotels International, Inc. All rights reserved. To view the original version on PR Newswire, visit:http://www.prnewswire.com/news-releases/choice-hotels-statement-about-the-recent-executive-order-travel-ban-300400511.html","http://www.bing.com/cr?IG=FA8DE35E7E094A9AB0BFE5CB6D9B4D2E&CID=079DF77DB3C7636414E7FD62B2F66226&rd=1&h=LAqqfwspO-qkxm1CE6MfZK1zblh7MAc_8wn0HDtqqNY&v=1&r=http%3a%2f%2ffinance.yahoo.com%2fnews%2fchoice-hotels-statement-recent-executive-161000771.html&p=DevEx,5019.1"
Choice Hotels International,Choice Hotels asks Trump administration for 'balanced approach',"Choice Hotels International has publicly commented on the president's travel ban on seven Muslim-majority countries, saying that the Trump administration needs ""to find a balanced approach that promotes travel."" ""More specifically, we ask the ...","http://www.bing.com/cr?IG=FA8DE35E7E094A9AB0BFE5CB6D9B4D2E&CID=079DF77DB3C7636414E7FD62B2F66226&rd=1&h=SSQ_f5jIaWe2ymjlKdyJSqO7Km_cXZaTUihZNcMvT5Q&v=1&r=http%3a%2f%2fwww.travelweekly.com%2fTravel-News%2fHotel-News%2fChoice-Hotels-asks-Trump-administration-for-balanced-approach&p=DevEx,5021.1"
Choice Hotels International,Hotel Chains Have Remained Mostly Silent in Trump Travel Ban Furor,"On Wednesday however, Choice Hotels became the first ... the National Immigration Law Center, and the International Rescue Committee. Given how strongly many Americans feel about the ban, it could be understandable why some hotel companies have decided ...","https://www.bing.com/cr?IG=FA8DE35E7E094A9AB0BFE5CB6D9B4D2E&CID=079DF77DB3C7636414E7FD62B2F66226&rd=1&h=T4ukPLFFzvpD9kE8-TZM1FRX0LLeTTz_kpxCsWQZPLg&v=1&r=https%3a%2f%2fskift.com%2f2017%2f02%2f01%2fhotel-chains-have-remained-mostly-silent-in-trump-travel-ban-furor%2f&p=DevEx,5023.1"
Choice Hotels International,Choice Hotels issues statement on US travel ban,"""Choice Hotels supports efforts to ensure the safety and security of the United States. At the same time, we urge the administration to find a balanced approach that promotes travel. More specifically, we ask the administration to welcome international ...","http://www.bing.com/cr?IG=FA8DE35E7E094A9AB0BFE5CB6D9B4D2E&CID=079DF77DB3C7636414E7FD62B2F66226&rd=1&h=hrRQ1MZZOpyL7mWrgs0xRag5jXm4gz14jw1bf8X9ae8&v=1&r=http%3a%2f%2fwww.eturbonews.com%2f77080%2fchoice-hotels-issues-statement-us-travel-ban&p=DevEx,5025.1"
Choice Hotels International,More Travel Managers Voice Concern Over Travel Ban,"Choice Hotels is waiving cancellation fees for travelers unable to enter the U.S. because of President Trump's immigration ban. ""Choice Hotels supports efforts to ensure the safety and security of the United States. At the same time, we urge the ...","http://www.bing.com/cr?IG=FA8DE35E7E094A9AB0BFE5CB6D9B4D2E&CID=079DF77DB3C7636414E7FD62B2F66226&rd=1&h=oed6wEVRe3X4uxAI2iJ4bujHR5FBGckY7DDB1SkV-xw&v=1&r=http%3a%2f%2fwww.businesstravelnews.com%2fGlobal%2fMore-Travel-Managers-Voice-Concern-Over-Travel-Ban&p=DevEx,5027.1"
Pinnacle,Why The Trump Immigration Ban Is Bad For The U.S. And Bad For The World,That which helped prompt numerous politicians and immigration lawyers around the country to help ... It also illustrates why the US has remained at the pinnacle of higher education and research for so many years. Because we can attract the best and ...,"http://www.bing.com/cr?IG=0790C1AEEDF44916AAF01F2D8A2DCC23&CID=2E4AAC4C6ADC6F183384A6536BED6E9C&rd=1&h=yuVMyQCIL-mp63Y9ACYE_Abl_Kj0kO7uqfcoaZPqdLQ&v=1&r=http%3a%2f%2fwww.huffingtonpost.com%2fentry%2fwhy-the-trump-immigration-ban-is-bad-for-the-us-and-bad-for-the-world_us_5893569ce4b0bf5206e68683&p=DevEx,5021.1"
